sentence,stance_type,cue,start,end,section,page
" ·i·said[RSHIFT]""[BACK]·[RSHIFT]:[RSHIFT]""·i·am·not·p[BACK]your ·prisoner· In the first case, there is a pause of {3261} before treasure, suggesting that the planning for the MU might have taken place here.",hedging,might,47,48,,
Yates χ2 shows that novel MUs come more often with metaphoric thinking than conventional MUs (χ2= 30.39; p < 0.0001) and inter-MUs (χ2 = 12; p < 0.0005).,boosting,shows,2,3,,
"Example 90. your·mind{4103}·will·{6709}lead·you·to·{5211}a[BACK]a·new·land I wanted to talk about imagination; that is, going somewhere else, not here.",self_mention,i,19,20,,
"I put down lead to, but I didn’t know where to, so I had to think of an island.",self_mention,i,0,1,,
"I put down lead to, but I didn’t know where to, so I had to think of an island.",self_mention,i,7,8,,
"I put down lead to, but I didn’t know where to, so I had to think of an island.",self_mention,i,16,17,,
"It’s because I read Doraemon, there are many islands in it, so I thought of islands here.",self_mention,i,4,5,,
"It’s because I read Doraemon, there are many islands in it, so I thought of islands here.",self_mention,i,16,17,,
"World here is not the wide world but is limited, within the world of the work we are reading.",self_mention,we,17,18,,
"I was visualizing the poetic melody flying gracefully, like candy, sweet, tasty, poems are graceful and pleasant to the ears.",self_mention,i,0,1,,
I paused to think about the important role of literature.,self_mention,i,0,1,,
Even though we can see those benefits but many people in this age cannot.,self_mention,we,2,3,,
"I thought of the essay question, if some people thought as such, what sentence I should give to confirm that even though [reading literature] can take time or [literature] can be difficult to understand, the knowledge it brings is a lot.",self_mention,i,0,1,,
"I thought of the essay question, if some people thought as such, what sentence I should give to confirm that even though [reading literature] can take time or [literature] can be difficult to understand, the knowledge it brings is a lot.",self_mention,i,16,17,,
Here I use sky.,self_mention,i,1,2,,
For example: Example 94. you·are·prison{3260}[BACK 6]a·prison·and·i·[BACK 6]but·{2652}i ·{6177}[BACK 2]{3978}{6974}·i·am·not·your·prisoner· Here I wanted to say I want to escape from your prison.,self_mention,i,39,40,,
For example: Example 94. you·are·prison{3260}[BACK 6]a·prison·and·i·[BACK 6]but·{2652}i ·{6177}[BACK 2]{3978}{6974}·i·am·not·your·prisoner· Here I wanted to say I want to escape from your prison.,self_mention,i,43,44,,
"I thought it didn’t sound very good, so I had to put it like this.",self_mention,i,0,1,,
"I thought it didn’t sound very good, so I had to put it like this.",self_mention,i,11,12,,
"That [sentence] didn’t have comparison so I had to rewrite in another way to have a metaphor, the literary comparison.",self_mention,i,10,11,,
I paused there to think of an example that had two clauses with metaphors in them.,self_mention,i,0,1,,
"However, it has revealed that the novel MUs in these learner-writers’ writing tended to be constructed rather than spontaneous (as suggested by Pitts, Smith, & Pollio, 1982, for example).",hedging,suggested,23,24,,
"Apart for the cases where explicit metaphoric accounts were reported, in other cases, it seemed that the linguistic representations of hidden ideas and motives just happen to be the novel or conventional metaphors in the text as the result of word selection.",hedging,seemed,16,17,,
"For example, Thúy said, I wanted to use the word bách khoa toàn thư [encyclopedia], but I couldn’t remember what bách khoa toàn thư is in English so I wrote a tool, and added a slash [/] to mark it to search for it later.",self_mention,i,6,7,,
"For example, Thúy said, I wanted to use the word bách khoa toàn thư [encyclopedia], but I couldn’t remember what bách khoa toàn thư is in English so I wrote a tool, and added a slash [/] to mark it to search for it later.",self_mention,i,21,22,,
"For example, Thúy said, I wanted to use the word bách khoa toàn thư [encyclopedia], but I couldn’t remember what bách khoa toàn thư is in English so I wrote a tool, and added a slash [/] to mark it to search for it later.",self_mention,i,35,36,,
"If I could remember the word, I would change it.",self_mention,i,1,2,,
"If I could remember the word, I would change it.",hedging,could,2,3,,
"If I could remember the word, I would change it.",self_mention,i,7,8,,
"In the case of the language learners, as shown in Chapter 3, the level of proficiency plays an important role in deciding how metaphorically creative one can be in another language.",boosting,shown,9,10,,
This is not a surprising finding if we recall from Chapter 3 that general nouns accounted for 52.33% and 54.54% of nominal MUs in the Year 4 cohort and the whole population respectively.,self_mention,we,7,8,,
"Example 95. to·deal·with{3338}·thngs·happening{3011}i{4914}(Khanh) I think things are the problems we face in life, the difficulties or happenings in life that we cannot resolve.",self_mention,i,17,18,,
"Example 95. to·deal·with{3338}·thngs·happening{3011}i{4914}(Khanh) I think things are the problems we face in life, the difficulties or happenings in life that we cannot resolve.",self_mention,we,23,24,,
"Example 95. to·deal·with{3338}·thngs·happening{3011}i{4914}(Khanh) I think things are the problems we face in life, the difficulties or happenings in life that we cannot resolve.",self_mention,we,35,36,,
{19344}[RSHIFT]The·{4571}speciall[BACK]{3120}·thing· I thought that I would explain the special thing as what a literature work leaves [for us].,self_mention,i,18,19,,
{19344}[RSHIFT]The·{4571}speciall[BACK]{3120}·thing· I thought that I would explain the special thing as what a literature work leaves [for us].,self_mention,i,21,22,,
{19344}[RSHIFT]The·{4571}speciall[BACK]{3120}·thing· I thought that I would explain the special thing as what a literature work leaves [for us].,self_mention,us,35,36,,
It is the lesson that we can draw out from the work.,self_mention,we,5,6,,
I was writing and thinking at the same time.,self_mention,i,0,1,,
{10857}the·{2028}[BACK 4]the·good·things· I meant to say that we could tell right from wrong thanks to literature.,self_mention,i,12,13,,
{10857}the·{2028}[BACK 4]the·good·things· I meant to say that we could tell right from wrong thanks to literature.,self_mention,we,17,18,,
{10857}the·{2028}[BACK 4]the·good·things· I meant to say that we could tell right from wrong thanks to literature.,hedging,could,18,19,,
I meant to talk about cái thiện với cái ác.,self_mention,i,0,1,,
At that point I couldn’t find the words for cái thiện và cái ác.,self_mention,i,3,4,,
"But then I thought things can include all issues, properties or whatever.",self_mention,i,2,3,,
{51558}they·{2278}only·care{2262}·{4337}the·hting·[BACK 7]·thing·ths [BACK]at·{6521}can·help·then[BACK]m· I wrote thing thinking it’s an indefinite word; actually thing here I didn’t think of anything.,self_mention,i,33,34,,
{51558}they·{2278}only·care{2262}·{4337}the·hting·[BACK 7]·thing·ths [BACK]at·{6521}can·help·then[BACK]m· I wrote thing thinking it’s an indefinite word; actually thing here I didn’t think of anything.,self_mention,i,47,48,,
"I didn’t think what thing was, I just wrote a thing.",self_mention,i,0,1,,
"I didn’t think what thing was, I just wrote a thing.",self_mention,i,9,10,,
I didn’t elaborate a thing.,self_mention,i,0,1,,
"The examples show that the participants used general words to convey a train of thought (Examples 95 and 96), substitute a lexical item that they failed to retrieve (Examples 97 and 98) or hide their inability to generate ideas (Example 99).",boosting,show,2,3,,
The examples also suggest that general nouns were so easily retrieved that they persistently became the most frequent and successful candidates of the nominal selection process.,hedging,suggest,3,4,,
"In Chapter 3, we have found that the percentage of general word use was more or less the same across the four proficiency levels, indicating a habitual reaction in the retrieval process.",self_mention,we,4,5,,
"In Chapter 3, we have found that the percentage of general word use was more or less the same across the four proficiency levels, indicating a habitual reaction in the retrieval process.",boosting,indicating,26,27,,
"Given these points, the general nouns seem to form part of the learners’ core vocabulary (as opposed to the peripheral position at the borderline of lexis and grammar assigned to them by Halliday and Hasan, 1976) which is composed of words that are retrieved and processed at the fastest speed (Meara, 2005; Wolter, 2001).",hedging,seem,7,8,,
"It would be interesting to find out why metaphorical general nouns are retrieved first as this is in contrast with Paivio’s (1966) experiments, which indicate that reaction times for concrete words are faster than for general abstract ones.",boosting,indicate,29,30,,
The verb was a personified version of aiding and was employed to demonstrate the values of literature in most cases.,boosting,demonstrate,12,13,,
The repetition of these units may have sped up the writing process because the writers did not have to pause when producing them.,hedging,may,5,6,,
"However, it was the paused units that brought new words to the writing, showing signs of the trade- off effects between fluency and complexity in language production (Foster & Skehan, 1996; Skehan, 1998, 2009b).",boosting,showing,15,16,,
"With the information so far, it has seemed that recency and frequency of the MUs strongly influence pausing.33 However, when it comes to metaphorical word production, the variables that normally play a part in the retrieval process appear much less influential.",hedging,seemed,8,9,,
"With the information so far, it has seemed that recency and frequency of the MUs strongly influence pausing.33 However, when it comes to metaphorical word production, the variables that normally play a part in the retrieval process appear much less influential.",hedging,appear,40,41,,
"For instance, frequency may lose its effect when the item is used metaphorically.",hedging,may,4,5,,
"While this might be the case, the following instances of bring, all used in the sense of provide people with something, were achieved differently in different occurrences.",hedging,might,2,3,,
Literature can provide us with knowledge.,self_mention,us,3,4,,
"Through language, words we can perceive, can understand literature works.",self_mention,we,4,5,,
"Through language, literature provides us with something.",self_mention,us,5,6,,
So I used bring.,self_mention,i,1,2,,
"Example 101. good·values{4056}·{5366}which·{14679}they·thing[BACK]k·money ·{6583}can·{6146}bring·{7613} Here I thought money cannot bring, and I went on thinking.",self_mention,i,32,33,,
"Example 101. good·values{4056}·{5366}which·{14679}they·thing[BACK]k·money ·{6583}can·{6146}bring·{7613} Here I thought money cannot bring, and I went on thinking.",self_mention,i,40,41,,
"I mean I typed can, I mean I added bring, but then I stopped there, then I went on thinking.",self_mention,i,0,1,,
"I mean I typed can, I mean I added bring, but then I stopped there, then I went on thinking.",self_mention,i,2,3,,
"I mean I typed can, I mean I added bring, but then I stopped there, then I went on thinking.",self_mention,i,6,7,,
"I mean I typed can, I mean I added bring, but then I stopped there, then I went on thinking.",self_mention,i,8,9,,
"I mean I typed can, I mean I added bring, but then I stopped there, then I went on thinking.",self_mention,i,14,15,,
"I mean I typed can, I mean I added bring, but then I stopped there, then I went on thinking.",self_mention,i,19,20,,
I mean I stopped there then I think what to write next.,self_mention,i,0,1,,
I mean I stopped there then I think what to write next.,self_mention,i,2,3,,
I mean I stopped there then I think what to write next.,self_mention,i,6,7,,
It·i[BACK]is[BACK 2]{3822}brings·the[BACK 3]us·{20639}more ·advantages{9173} I meant to say that it provided us with more benefits but I could only remember bring.,self_mention,i,26,27,,
It·i[BACK]is[BACK 2]{3822}brings·the[BACK 3]us·{20639}more ·advantages{9173} I meant to say that it provided us with more benefits but I could only remember bring.,self_mention,us,33,34,,
It·i[BACK]is[BACK 2]{3822}brings·the[BACK 3]us·{20639}more ·advantages{9173} I meant to say that it provided us with more benefits but I could only remember bring.,self_mention,i,38,39,,
It·i[BACK]is[BACK 2]{3822}brings·the[BACK 3]us·{20639}more ·advantages{9173} I meant to say that it provided us with more benefits but I could only remember bring.,hedging,could,39,40,,
Apart from bring I couldn’t remember any word that could replace bring.,self_mention,i,3,4,,
Apart from bring I couldn’t remember any word that could replace bring.,hedging,could,11,12,,
"If I had had another word to replace bring, I would use it, but I couldn’t remember any.",self_mention,i,1,2,,
"If I had had another word to replace bring, I would use it, but I couldn’t remember any.",self_mention,i,10,11,,
"If I had had another word to replace bring, I would use it, but I couldn’t remember any.",self_mention,i,16,17,,
"I thought people use bring with humans, but I thought a subject can also bring something to someone.",self_mention,i,0,1,,
"I thought people use bring with humans, but I thought a subject can also bring something to someone.",self_mention,i,9,10,,
"Ly Ly, for example, provided four accounts for her use of through (meaning by means of): Example 104. through literature Here [I want to write about] shaping our manner.",self_mention,i,27,28,,
"Ly Ly, for example, provided four accounts for her use of through (meaning by means of): Example 104. through literature Here [I want to write about] shaping our manner.",self_mention,our,34,35,,
I was considering through and from.,self_mention,i,0,1,,
"I used through because usually we [have something to] learn, we can use from, but here we are talking about perceiving literature so through something makes it more coherent.",self_mention,i,0,1,,
"I used through because usually we [have something to] learn, we can use from, but here we are talking about perceiving literature so through something makes it more coherent.",self_mention,we,5,6,,
"I used through because usually we [have something to] learn, we can use from, but here we are talking about perceiving literature so through something makes it more coherent.",self_mention,we,13,14,,
"I used through because usually we [have something to] learn, we can use from, but here we are talking about perceiving literature so through something makes it more coherent.",self_mention,we,20,21,,
"Example 105. through literature [I meant that] by developing literature, we can learn many other things.",self_mention,i,5,6,,
"Example 105. through literature [I meant that] by developing literature, we can learn many other things.",self_mention,we,13,14,,
"Example 106. through the story Earlier [through literature works means] thông qua tác phẩm văn học, down here it means what our thoughts are towards a particular work.",self_mention,our,24,25,,
[I wanted to] help reader to understand more clearly that with a particular work we can earn something.,self_mention,i,1,2,,
[I wanted to] help reader to understand more clearly that with a particular work we can earn something.,self_mention,we,16,17,,
"Example 107. through words Although literature is only language, but via it we can learn many things (Văn học thì mặc dù chỉ là ngôn ngữ nhưng thông qua nó ta có thể biết được nhiều điều.)",self_mention,we,13,14,,
"With the examples in Ly Ly’s, we now turn to the closed-class MUs.",self_mention,we,9,10,,
"In many other cases of prepositional MUs that were listed under No information, participants could not remember or reported not having any thought at the point of producing the unit.",hedging,could,15,16,,
"41.26% of the prepositional MUs required pauses, indicating that prepositions did not seem to enjoy an automatic retrieval in the case of these participants.",boosting,indicating,9,10,,
"For one thing, these learner-writers might have cognitively treated closed-class words the same as open-class words.",hedging,might,6,7,,
"At first I used what we can learn about, but later I thought I should use from.",self_mention,i,2,3,,
"At first I used what we can learn about, but later I thought I should use from.",self_mention,we,5,6,,
"At first I used what we can learn about, but later I thought I should use from.",self_mention,i,12,13,,
"At first I used what we can learn about, but later I thought I should use from.",self_mention,i,14,15,,
"Things that we learn [are things] that we can draw something out of them, so if I use learn from.",self_mention,we,2,3,,
"Things that we learn [are things] that we can draw something out of them, so if I use learn from.",self_mention,we,9,10,,
"Things that we learn [are things] that we can draw something out of them, so if I use learn from.",self_mention,i,19,20,,
I simply thought so.,self_mention,i,0,1,,
"(Thúy) (Mới đầu em dùng what we can learn about, sau em nghĩ dùng from.",self_mention,we,9,10,,
Here [I want to write about] shaping our manner.,self_mention,i,2,3,,
Here [I want to write about] shaping our manner.,self_mention,our,9,10,,
I was considering through and from.,self_mention,i,0,1,,
"I used through because I think through here is more suitable than, say by.",self_mention,i,0,1,,
"I used through because I think through here is more suitable than, say by.",self_mention,i,4,5,,
"The pauses that precede prepositions could well reflect the effort invested in planning the whole prepositional phrase (we are reminded of Schilperoord’s [1996, 2002] cascade model of cognitive processing and pausing).",hedging,could,5,6,,
"The pauses that precede prepositions could well reflect the effort invested in planning the whole prepositional phrase (we are reminded of Schilperoord’s [1996, 2002] cascade model of cognitive processing and pausing).",self_mention,we,18,19,,
"I think [in means] inside, it’s daily life so I used in.",self_mention,i,0,1,,
"I think [in means] inside, it’s daily life so I used in.",self_mention,i,14,15,,
People normally say in our daily life.,self_mention,our,4,5,,
Thường thường thì cụm từ in our daily life.,self_mention,our,6,7,,
"I think behind here, when applied in behind literary work is the same.",self_mention,i,0,1,,
"{10296}·{14243}from the past on I was thinking that the idiom from the past was similar to from now on, whether I could replace it with from the past on.",self_mention,i,11,12,,
"{10296}·{14243}from the past on I was thinking that the idiom from the past was similar to from now on, whether I could replace it with from the past on.",self_mention,i,28,29,,
"{10296}·{14243}from the past on I was thinking that the idiom from the past was similar to from now on, whether I could replace it with from the past on.",hedging,could,29,30,,
Example 114. literature·educating·the·cust[BACK 4]tradition{3011}·for·people ·{13354}by{2761} I paused to try to remember the phrase tâm tư tình cảm [emotion] (Khanh) (Em dừng lại để nghĩ cụm từ tâm tư tình cảm.),self_mention,i,20,21,,
"{3479}{4492}from·the{2012}·{6209}[difficulties and challenges] and ·the·spirit·nevr[BACK]ers·give·up· At first I wanted to use difficulties, then I used challenges, finally I decided to use both difficulties and challenges.",self_mention,i,27,28,,
"{3479}{4492}from·the{2012}·{6209}[difficulties and challenges] and ·the·spirit·nevr[BACK]ers·give·up· At first I wanted to use difficulties, then I used challenges, finally I decided to use both difficulties and challenges.",self_mention,i,34,35,,
"{3479}{4492}from·the{2012}·{6209}[difficulties and challenges] and ·the·spirit·nevr[BACK]ers·give·up· At first I wanted to use difficulties, then I used challenges, finally I decided to use both difficulties and challenges.",self_mention,i,39,40,,
"{34382}{2933}·at·that·time,·literature·will·{6474}live{20358} I was thinking that if I ended the essay here, there would be something missing.",self_mention,i,16,17,,
"{34382}{2933}·at·that·time,·literature·will·{6474}live{20358} I was thinking that if I ended the essay here, there would be something missing.",self_mention,i,21,22,,
[I need to write about] the consequences it brought about.,self_mention,i,1,2,,
"What I would write after finishing this, I could’t think of anything.",self_mention,i,1,2,,
"What I would write after finishing this, I could’t think of anything.",self_mention,i,8,9,,
"What I would write after finishing this, I could’t think of anything.",hedging,could,9,10,,
"{8955}{31153}{4664}[LSHIFT]In·the·modern·word·today{2356}, I was looking for a way to write the introduction so that it suits the question.",self_mention,i,17,18,,
{3323}[LSHIFT]Some·people{3931}·in·the·morden[BACK 4]dern ·wo{4041} I wanted to keep this bit at the beginning [of the sentence] but I thought [if I left it] in the middle of the sentence the idea would be emphasized.,self_mention,i,20,21,,
{3323}[LSHIFT]Some·people{3931}·in·the·morden[BACK 4]dern ·wo{4041} I wanted to keep this bit at the beginning [of the sentence] but I thought [if I left it] in the middle of the sentence the idea would be emphasized.,self_mention,i,35,36,,
{3323}[LSHIFT]Some·people{3931}·in·the·morden[BACK 4]dern ·wo{4041} I wanted to keep this bit at the beginning [of the sentence] but I thought [if I left it] in the middle of the sentence the idea would be emphasized.,self_mention,i,39,40,,
"(Ngọc) (Đoạn này em định để đầu nhưng em nghĩ để ở giữa cho hắn nhấn mạnh ý) The examination of pausing patterns before conventional MUs above has shown that the apparent MU-related pauses are the results of the interplay of many variables, one of which may be metaphoricity.",boosting,shown,32,33,,
"(Ngọc) (Đoạn này em định để đầu nhưng em nghĩ để ở giữa cho hắn nhấn mạnh ý) The examination of pausing patterns before conventional MUs above has shown that the apparent MU-related pauses are the results of the interplay of many variables, one of which may be metaphoricity.",hedging,may,51,52,,
"In other words, data from pause locations is only suggestive of a relationship between the conventional MUs and pausing patterns: the metaphoricity or conventionality of the MUs may attract or repel pauses.",hedging,may,29,30,,
"In life, we usually [come across situations where] I help you and you help me.",self_mention,we,3,4,,
"In life, we usually [come across situations where] I help you and you help me.",self_mention,i,11,12,,
Literature helps us in the same way.,self_mention,us,2,3,,
The·border·f·the·[BACK 6]of·the·good·and·theba·[BACK 3]·bad· I mean the border between the good and the bad.,self_mention,i,11,12,,
I was thinking actually the good and the bad are like two neighbouring countries.,self_mention,i,0,1,,
"There must be something dividing the two things, so I thought the dividing thing between the good and the bad is the border.",self_mention,i,10,11,,
·{14633}[RSHIFT]I·threw·awy·[BACK 2]at·any[BACK 6]ay·any· I was thinking which word to use in this sentence to emphasize my dislike so that the readers can visualize it.,self_mention,i,18,19,,
·{14633}[RSHIFT]I·threw·awy·[BACK 2]at·any[BACK 6]ay·any· I was thinking which word to use in this sentence to emphasize my dislike so that the readers can visualize it.,self_mention,my,30,31,,
"I thought that threw away sounded very pictographic – we can imagine us throwing things away, and very onomatopoeic to say, so I used it.",self_mention,i,0,1,,
"I thought that threw away sounded very pictographic – we can imagine us throwing things away, and very onomatopoeic to say, so I used it.",self_mention,we,9,10,,
"I thought that threw away sounded very pictographic – we can imagine us throwing things away, and very onomatopoeic to say, so I used it.",self_mention,us,12,13,,
"I thought that threw away sounded very pictographic – we can imagine us throwing things away, and very onomatopoeic to say, so I used it.",self_mention,i,24,25,,
"We can understand and see the world through the eyes of the writers, from many cultures; then we can solve many problems around us, so I think see is a better word.",self_mention,we,0,1,,
"We can understand and see the world through the eyes of the writers, from many cultures; then we can solve many problems around us, so I think see is a better word.",self_mention,we,19,20,,
"We can understand and see the world through the eyes of the writers, from many cultures; then we can solve many problems around us, so I think see is a better word.",self_mention,us,25,26,,
"We can understand and see the world through the eyes of the writers, from many cultures; then we can solve many problems around us, so I think see is a better word.",self_mention,i,28,29,,
"A literature work spreads itself open in front of us, like life.",self_mention,us,9,10,,
"In life we can apply the things in literature to have a view, a perspective about life around us.",self_mention,we,2,3,,
"In life we can apply the things in literature to have a view, a perspective about life around us.",self_mention,us,19,20,,
I was relating to my lessons of English and American Literature.,self_mention,i,0,1,,
I was relating to my lessons of English and American Literature.,self_mention,my,4,5,,
"In American Literature, there is the poem The tide rises, the tide falls, [in which] there is this line, Waves efface the footprints in the sand.35 I think the usage is very nice but it is difficult to express my idea like the author.",self_mention,i,32,33,,
"In American Literature, there is the poem The tide rises, the tide falls, [in which] there is this line, Waves efface the footprints in the sand.35 I think the usage is very nice but it is difficult to express my idea like the author.",self_mention,my,45,46,,
"thought of the girl he loved he went from living hell to paradise, his life became very joyful, I was thinking so.",self_mention,i,20,21,,
That’s why I wrote [colourful].,self_mention,i,4,5,,
"In the previous section of novel MUs, we have read Xuân’s thoughts behind the use of novel MUs (Example 94) and noticed that metaphoric thinking was not present in any of her five accounts for novel metaphorical use.",self_mention,we,8,9,,
"The high number of images in the participants’ retrospective reports (10.60 images on average, see also Figure 15) suggests that images are essential not only in metaphoric comprehension (Azuma, 2009; Boers, 2001; Boers & Lindstromberg, 2009; Bortfeld, 2002; Li, 2009; Littlemore, 2008; Littlemore & Low, 2006a) but also in metaphor production, at least to this group of learners.",hedging,suggests,22,23,,
"The involvement of background knowledge in metaphor production as a potential source domain, surprisingly, was not activated often in the participants’ metaphoric accounts for conventional MUs.",attitude,surprisingly,14,15,,
A reason for the low-key involvement of this aspect of associative thinking could be that the retrieval of metaphorical language production may not necessitate the activation of all conceptual linkages associated with it.,hedging,could,12,13,,
A reason for the low-key involvement of this aspect of associative thinking could be that the retrieval of metaphorical language production may not necessitate the activation of all conceptual linkages associated with it.,hedging,may,21,22,,
"Release something means we take it out, we let go of it.",self_mention,we,3,4,,
"Release something means we take it out, we let go of it.",self_mention,we,8,9,,
Literature helps us to release it so I think it helps us to escape the tension in our mind.,self_mention,us,2,3,,
Literature helps us to release it so I think it helps us to escape the tension in our mind.,self_mention,i,7,8,,
Literature helps us to release it so I think it helps us to escape the tension in our mind.,self_mention,us,11,12,,
Literature helps us to release it so I think it helps us to escape the tension in our mind.,self_mention,our,17,18,,
"In many cases, the participants showed very limited knowledge of the extended senses of words.",boosting,showed,6,7,,
"Example 126. ge[BACK 2]{7612}get[BACK 3]get·dry[BACK 3]{8205}[BACK 8]on't ·{6458}be·a·{6365} At that time I wanted to write that without literature and literary works, human beings will become khô khan [dry].",self_mention,i,40,41,,
"I wanted to use dry for khô khan, but dry can only be used for weather so I changed [to another idea].",self_mention,i,0,1,,
"I wanted to use dry for khô khan, but dry can only be used for weather so I changed [to another idea].",self_mention,i,18,19,,
"More·and·more·people·are·{5180}r[BACK]{5725}[BACK 4]{2870}are ·interested·in·it·and·{24446}see[BACK 3]{40217}they·{9921}recognize·it ·{3213}as My idea was và họ xem nó như là một hình thức giải trí [and they see it as a form of entertainment], but I didn’t know which verb to use for xem.",self_mention,i,68,69,,
"At first I thought [I should] use consider, but then I had a second thought that maybe consider in this case is not very accurate.",self_mention,i,2,3,,
"At first I thought [I should] use consider, but then I had a second thought that maybe consider in this case is not very accurate.",self_mention,i,5,6,,
"At first I thought [I should] use consider, but then I had a second thought that maybe consider in this case is not very accurate.",self_mention,i,13,14,,
I also wanted to use see.,self_mention,i,0,1,,
"I put see down but I thought see is meant to use with TV or something, but here [it’s] xem như a form of entertainment, so [I] can’t use see here.",self_mention,i,0,1,,
"I put see down but I thought see is meant to use with TV or something, but here [it’s] xem như a form of entertainment, so [I] can’t use see here.",self_mention,i,5,6,,
"I put see down but I thought see is meant to use with TV or something, but here [it’s] xem như a form of entertainment, so [I] can’t use see here.",self_mention,i,33,34,,
"These instances are too few to explain as the effect of the cognitive style or a cautious avoidance behaviour when it comes to L1 transfer (N. Schmitt & Carter, 2004), yet they are strikingly telling in showing the learners’ lack of knowledge of extended word senses.",boosting,showing,40,41,,
"Coupling this with (a) the high number of times participants elaborate the metaphorical sense using its synonyms instead of the concrete sense, and (b) the employment of inappropriate synonyms and near-synonyms found among the participants in Chapter 3, it seems that these learners have built their vocabulary sense by sense, resulting in the storage of word senses that are not semantically related to each other in their mental lexicon.",hedging,seems,45,46,,
"Generally, in L1, semantically related words compete for selection (Butterworth, 1992; Levelt, 1993) in a process which treats all senses equally and prioritizes the relevance of the semantic concept to the task (Thompson-Schill et al., 1999).",hedging,generally,0,1,,
"In the case of my participants, reasoning about semantic prosody was present in the production of 14.84% of the conventional MUs, suggesting that it has an influence on word selection.",self_mention,my,4,5,,
"In the case of my participants, reasoning about semantic prosody was present in the production of 14.84% of the conventional MUs, suggesting that it has an influence on word selection.",hedging,suggesting,24,25,,
For example: Example 128. we·meet·some·troul[BACK]{3136}ble{2730}s At first I wanted to write face but it felt odd so I used meet.,self_mention,i,19,20,,
For example: Example 128. we·meet·some·troul[BACK]{3136}ble{2730}s At first I wanted to write face but it felt odd so I used meet.,self_mention,i,29,30,,
"With have, right when we read, we see the meaning.",self_mention,we,5,6,,
"With have, right when we read, we see the meaning.",self_mention,we,8,9,,
"But I think contain implies what is behind, the meaning behind the words in a literature work.",self_mention,i,1,2,,
I think contain is better.,self_mention,i,0,1,,
"When we read the literature work, we will be able to draw out the lessons for ourselves.",self_mention,we,1,2,,
"When we read the literature work, we will be able to draw out the lessons for ourselves.",self_mention,we,7,8,,
"{6490}{2558}{44975}·access·{3089}th ·kne[BACK]{2184}ow{2090}ledge When using access, I was thinking of approaching knowledge.",self_mention,i,30,31,,
"This word has hidden meaning because knowledge is wide, so we can only approach it slowly, slowly, then we accumulate slowly [to build] knowledge.",self_mention,we,11,12,,
"This word has hidden meaning because knowledge is wide, so we can only approach it slowly, slowly, then we accumulate slowly [to build] knowledge.",self_mention,we,21,22,,
"It’s not that we read and remember straight away, we have to approach it slowly.",self_mention,we,5,6,,
"It’s not that we read and remember straight away, we have to approach it slowly.",self_mention,we,12,13,,
"It can be said that rather than signifying evaluations as in native speakers’ speech, these learners’ semantic prosody seems to reflect their personal experience with the word in the learning process and in the real world.",hedging,seems,21,22,,
"Approaching the target language without having been ‘seasoned’ in its cultural environment, learners are likely to attribute to words new shades of meaning which are conditioned instead by their L1 conceptual and linguistic systems as well as their personal experience with a particular item.",hedging,likely,17,18,,
"If we look at the data broadly, lexical considerations were present in the making of 43.23% of the conventional MUs.",self_mention,we,1,2,,
"In earlier discussion, we have mentioned that the process of conventional metaphor production has been found to be related to general vocabulary knowledge and that the brain tends to treat conventional metaphor the way it does other linguistic stimuli.",self_mention,we,4,5,,
"Hence, it appears that verbal metaphors are vital on the lexical level and that they provide access to general realms of metaphorical and non-metaphorical structures.",hedging,appears,3,4,,
It might as well apply to metaphor comprehension because analysing the presence of different types of metaphors in language products does not explain how metaphors are produced.,hedging,might,1,2,,
Both researchers seem to hint at a linearity from lexical access to conceptual representations.,hedging,seem,2,3,,
"Returning to our L2 learners, it is clear that lexical knowledge underpins the production of conventional MUs.",boosting,it is clear that,6,10,,
"Returning to our L2 learners, it is clear that lexical knowledge underpins the production of conventional MUs.",self_mention,our,2,3,,
Distribution of the categories in this theme is shown in Figure 17 below.,boosting,shown,8,9,,
"In this study, despite the interview stimuli being the MUs and their pauses, the participants reported the ideational thinking, suggesting that conventional MUs were a linguistic means to realize the propositional contents.",hedging,suggesting,22,23,,
"The Chi-Squared test shows the difference comes very close to statistical significance: χ2 = 3.48, p = 0.06.",boosting,shows,3,4,,
She seemed to be writing company when she remembered the initial ac-.,hedging,seemed,1,2,,
Find·the·information·as·{2387}quick·as·{4149}wind (Nam) Nam wanted to talk about how we could get information from the Internet.,self_mention,we,18,19,,
Find·the·information·as·{2387}quick·as·{4149}wind (Nam) Nam wanted to talk about how we could get information from the Internet.,hedging,could,19,20,,
"This pause tells us that he had decided to talk about the speed of information retrieval from the Internet, which prompted him to write quick as.",self_mention,us,3,4,,
"At this point, Nam’s information retrieval system seemed to fail him, as he could not recall an English simile.",hedging,seemed,10,11,,
"At this point, Nam’s information retrieval system seemed to fail him, as he could not recall an English simile.",hedging,could,17,18,,
The engagement in the search for the simile could be the reason Nam missed the word form and used quick instead of quickly.,hedging,could,8,9,,
"First, the target item might have been originally stored as faulty and was as such retrieved.",hedging,might,5,6,,
Examples 134 and 135 show the confusion between words (through vs. throughout) and word forms (higher vs. heighten) respectively.,boosting,show,4,5,,
"Throughout·{2839}them,·we·can·have·{3276}[BACK 9]have ·{2824}strength I mean via them [literature works] we can have the power to overcome adversities.",self_mention,i,20,21,,
